crop,yield,year,state,county
CORN,51,2022,ILLINOIS,CLARK
CORN,47,2022,ILLINOIS,CLAY
CORN,64,2022,ILLINOIS,COLES
CORN,34,2022,ILLINOIS,CRAWFORD
CORN,56,2022,ILLINOIS,CUMBERLAND
CORN,55,2022,ILLINOIS,DOUGLAS
CORN,80,2022,ILLINOIS,EDGAR
CORN,138,2022,ILLINOIS,EFFINGHAM
CORN,113,2022,ILLINOIS,FAYETTE
CORN,97,2022,ILLINOIS,JASPER
CORN,33,2022,ILLINOIS,LAWRENCE
CORN,64,2022,ILLINOIS,MARION
CORN,71,2022,ILLINOIS,MOULTRIE
CORN,54,2022,ILLINOIS,RICHLAND
CORN,145,2022,ILLINOIS,SHELBY
CORN,9,2022,ILLINOIS,ALEXANDER
CORN,150,2022,ILLINOIS,CLINTON
CORN,63,2022,ILLINOIS,JACKSON
CORN,11,2022,ILLINOIS,JOHNSON
CORN,79,2022,ILLINOIS,MONROE
CORN,57,2022,ILLINOIS,PERRY
CORN,10,2022,ILLINOIS,PULASKI
CORN,62,2022,ILLINOIS,RANDOLPH
CORN,79,2022,ILLINOIS,ST CLAIR
CORN,15,2022,ILLINOIS,UNION
CORN,111,2022,ILLINOIS,WASHINGTON
CORN,25,2022,ILLINOIS,WILLIAMSON
CORN,14,2022,ILLINOIS,EDWARDS
CORN,41,2022,ILLINOIS,FRANKLIN
CORN,15,2022,ILLINOIS,GALLATIN
CORN,25,2022,ILLINOIS,HAMILTON
CORN,2,2022,ILLINOIS,HARDIN
CORN,70,2022,ILLINOIS,JEFFERSON
CORN,21,2022,ILLINOIS,MASSAC
CORN,6,2022,ILLINOIS,POPE
CORN,28,2022,ILLINOIS,SALINE
CORN,26,2022,ILLINOIS,WABASH
CORN,52,2022,ILLINOIS,WAYNE
CORN,18,2022,ILLINOIS,WHITE
CORN,191,2022,ILLINOIS,BUREAU
CORN,40,2022,ILLINOIS,CARROLL
CORN,198,2022,ILLINOIS,HENRY
CORN,121,2022,ILLINOIS,JO DAVIESS
CORN,131,2022,ILLINOIS,LEE
CORN,115,2022,ILLINOIS,MERCER
CORN,100,2022,ILLINOIS,OGLE
CORN,37,2022,ILLINOIS,PUTNAM
CORN,80,2022,ILLINOIS,ROCK ISLAND
CORN,124,2022,ILLINOIS,STEPHENSON
CORN,165,2022,ILLINOIS,WHITESIDE
CORN,84,2022,ILLINOIS,WINNEBAGO
CORN,38,2022,ILLINOIS,BOONE
CORN,4,2022,ILLINOIS,COOK
CORN,105,2022,ILLINOIS,DE KALB
CORN,1,2022,ILLINOIS,DU PAGE
CORN,74,2022,ILLINOIS,GRUNDY
CORN,67,2022,ILLINOIS,KANE
CORN,62,2022,ILLINOIS,KENDALL
CORN,2,2022,ILLINOIS,LAKE
CORN,307,2022,ILLINOIS,LA SALLE
CORN,57,2022,ILLINOIS,MCHENRY
CORN,101,2022,ILLINOIS,WILL
CORN,211,2022,ILLINOIS,ADAMS
CORN,52,2022,ILLINOIS,BROWN
CORN,200,2022,ILLINOIS,FULTON
CORN,150,2022,ILLINOIS,HANCOCK
CORN,68,2022,ILLINOIS,HENDERSON
CORN,189,2022,ILLINOIS,KNOX
CORN,110,2022,ILLINOIS,MCDONOUGH
CORN,80,2022,ILLINOIS,SCHUYLER
CORN,112,2022,ILLINOIS,WARREN
CORN,66,2022,ILLINOIS,DE WITT
CORN,88,2022,ILLINOIS,LOGAN
CORN,282,2022,ILLINOIS,MCLEAN
CORN,82,2022,ILLINOIS,MACON
CORN,73,2022,ILLINOIS,MARSHALL
CORN,86,2022,ILLINOIS,MASON
CORN,53,2022,ILLINOIS,MENARD
CORN,176,2022,ILLINOIS,PEORIA
CORN,44,2022,ILLINOIS,STARK
CORN,170,2022,ILLINOIS,TAZEWELL
CORN,177,2022,ILLINOIS,WOODFORD
CORN,248,2022,ILLINOIS,CHAMPAIGN
CORN,95,2022,ILLINOIS,FORD
CORN,300,2022,ILLINOIS,IROQUOIS
CORN,143,2022,ILLINOIS,KANKAKEE
CORN,329,2022,ILLINOIS,LIVINGSTON
CORN,51,2022,ILLINOIS,PIATT
CORN,124,2022,ILLINOIS,VERMILION
CORN,80,2022,ILLINOIS,BOND
CORN,66,2022,ILLINOIS,CALHOUN
CORN,58,2022,ILLINOIS,CASS
CORN,114,2022,ILLINOIS,CHRISTIAN
CORN,115,2022,ILLINOIS,GREENE
CORN,60,2022,ILLINOIS,JERSEY
CORN,161,2022,ILLINOIS,MACOUPIN
CORN,140,2022,ILLINOIS,MADISON
CORN,114,2022,ILLINOIS,MONTGOMERY
CORN,149,2022,ILLINOIS,MORGAN
CORN,151,2022,ILLINOIS,PIKE
CORN,167,2022,ILLINOIS,SANGAMON
CORN,37,2022,ILLINOIS,SCOTT
CORN,128,2022,ILLINOIS,CLARK
CORN,81,2022,ILLINOIS,CLAY
CORN,108,2022,ILLINOIS,COLES
CORN,74,2022,ILLINOIS,CRAWFORD
CORN,96,2022,ILLINOIS,CUMBERLAND
CORN,89,2022,ILLINOIS,DOUGLAS
CORN,110,2022,ILLINOIS,EDGAR
CORN,236,2022,ILLINOIS,EFFINGHAM
CORN,160,2022,ILLINOIS,FAYETTE
CORN,120,2022,ILLINOIS,JASPER
CORN,42,2022,ILLINOIS,LAWRENCE
CORN,103,2022,ILLINOIS,MARION
CORN,69,2022,ILLINOIS,MOULTRIE
CORN,80,2022,ILLINOIS,RICHLAND
CORN,221,2022,ILLINOIS,SHELBY
CORN,9,2022,ILLINOIS,ALEXANDER
CORN,177,2022,ILLINOIS,CLINTON
CORN,87,2022,ILLINOIS,JACKSON
CORN,20,2022,ILLINOIS,JOHNSON
CORN,55,2022,ILLINOIS,MONROE
CORN,68,2022,ILLINOIS,PERRY
CORN,6,2022,ILLINOIS,PULASKI
CORN,128,2022,ILLINOIS,RANDOLPH
CORN,138,2022,ILLINOIS,ST CLAIR
CORN,22,2022,ILLINOIS,UNION
CORN,152,2022,ILLINOIS,WASHINGTON
CORN,30,2022,ILLINOIS,WILLIAMSON
CORN,61,2022,ILLINOIS,EDWARDS
CORN,56,2022,ILLINOIS,FRANKLIN
CORN,19,2022,ILLINOIS,GALLATIN
CORN,50,2022,ILLINOIS,HAMILTON
CORN,4,2022,ILLINOIS,HARDIN
CORN,70,2022,ILLINOIS,JEFFERSON
CORN,41,2022,ILLINOIS,MASSAC
CORN,4,2022,ILLINOIS,POPE
CORN,38,2022,ILLINOIS,SALINE
CORN,18,2022,ILLINOIS,WABASH
CORN,96,2022,ILLINOIS,WAYNE
CORN,43,2022,ILLINOIS,WHITE
CORN,96,2022,ILLINOIS,BUREAU
CORN,71,2022,ILLINOIS,CARROLL
CORN,153,2022,ILLINOIS,HENRY
CORN,37,2022,ILLINOIS,JO DAVIESS
CORN,95,2022,ILLINOIS,LEE
CORN,61,2022,ILLINOIS,MERCER
CORN,61,2022,ILLINOIS,OGLE
CORN,14,2022,ILLINOIS,PUTNAM
CORN,27,2022,ILLINOIS,ROCK ISLAND
CORN,73,2022,ILLINOIS,STEPHENSON
CORN,83,2022,ILLINOIS,WHITESIDE
CORN,38,2022,ILLINOIS,WINNEBAGO
CORN,35,2022,ILLINOIS,BOONE
CORN,97,2022,ILLINOIS,DE KALB
CORN,58,2022,ILLINOIS,GRUNDY
CORN,41,2022,ILLINOIS,KANE
CORN,32,2022,ILLINOIS,KENDALL
CORN,16,2022,ILLINOIS,LAKE
CORN,187,2022,ILLINOIS,LA SALLE
CORN,27,2022,ILLINOIS,MCHENRY
CORN,52,2022,ILLINOIS,WILL
CORN,106,2022,ILLINOIS,ADAMS
CORN,25,2022,ILLINOIS,BROWN
CORN,75,2022,ILLINOIS,FULTON
CORN,130,2022,ILLINOIS,HANCOCK
CORN,55,2022,ILLINOIS,HENDERSON
CORN,85,2022,ILLINOIS,KNOX
CORN,65,2022,ILLINOIS,MCDONOUGH
CORN,42,2022,ILLINOIS,SCHUYLER
CORN,88,2022,ILLINOIS,WARREN
CORN,54,2022,ILLINOIS,DE WITT
CORN,73,2022,ILLINOIS,LOGAN
CORN,122,2022,ILLINOIS,MCLEAN
CORN,41,2022,ILLINOIS,MACON
CORN,54,2022,ILLINOIS,MARSHALL
CORN,53,2022,ILLINOIS,MASON
CORN,36,2022,ILLINOIS,MENARD
CORN,56,2022,ILLINOIS,PEORIA
CORN,52,2022,ILLINOIS,STARK
CORN,103,2022,ILLINOIS,TAZEWELL
CORN,65,2022,ILLINOIS,WOODFORD
CORN,150,2022,ILLINOIS,CHAMPAIGN
CORN,67,2022,ILLINOIS,FORD
CORN,170,2022,ILLINOIS,IROQUOIS
CORN,69,2022,ILLINOIS,KANKAKEE
CORN,194,2022,ILLINOIS,LIVINGSTON
CORN,36,2022,ILLINOIS,PIATT
CORN,91,2022,ILLINOIS,VERMILION
CORN,27,2022,ILLINOIS,BOND
CORN,8,2022,ILLINOIS,CALHOUN
CORN,32,2022,ILLINOIS,CASS
CORN,64,2022,ILLINOIS,CHRISTIAN
CORN,56,2022,ILLINOIS,GREENE
CORN,22,2022,ILLINOIS,JERSEY
CORN,97,2022,ILLINOIS,MACOUPIN
CORN,54,2022,ILLINOIS,MADISON
CORN,102,2022,ILLINOIS,MONTGOMERY
CORN,64,2022,ILLINOIS,MORGAN
CORN,83,2022,ILLINOIS,PIKE
CORN,64,2022,ILLINOIS,SANGAMON
CORN,41,2022,ILLINOIS,SCOTT
CORN,41,2022,ILLINOIS,CLARK
CORN,26,2022,ILLINOIS,CLAY
CORN,49,2022,ILLINOIS,COLES
CORN,51,2022,ILLINOIS,CRAWFORD
CORN,35,2022,ILLINOIS,CUMBERLAND
CORN,42,2022,ILLINOIS,DOUGLAS
CORN,54,2022,ILLINOIS,EDGAR
CORN,67,2022,ILLINOIS,EFFINGHAM
CORN,68,2022,ILLINOIS,FAYETTE
CORN,76,2022,ILLINOIS,JASPER
CORN,23,2022,ILLINOIS,LAWRENCE
CORN,41,2022,ILLINOIS,MARION
CORN,32,2022,ILLINOIS,MOULTRIE
CORN,66,2022,ILLINOIS,RICHLAND
CORN,117,2022,ILLINOIS,SHELBY
CORN,51,2022,ILLINOIS,CLINTON
CORN,18,2022,ILLINOIS,JACKSON
CORN,3,2022,ILLINOIS,JOHNSON
CORN,30,2022,ILLINOIS,MONROE
CORN,12,2022,ILLINOIS,PERRY
CORN,4,2022,ILLINOIS,PULASKI
CORN,26,2022,ILLINOIS,RANDOLPH
CORN,75,2022,ILLINOIS,ST CLAIR
CORN,6,2022,ILLINOIS,UNION
CORN,42,2022,ILLINOIS,WASHINGTON
CORN,11,2022,ILLINOIS,WILLIAMSON
CORN,26,2022,ILLINOIS,EDWARDS
CORN,7,2022,ILLINOIS,FRANKLIN
CORN,9,2022,ILLINOIS,GALLATIN
CORN,48,2022,ILLINOIS,HAMILTON
CORN,38,2022,ILLINOIS,JEFFERSON
CORN,18,2022,ILLINOIS,MASSAC
CORN,2,2022,ILLINOIS,POPE
CORN,11,2022,ILLINOIS,SALINE
CORN,19,2022,ILLINOIS,WABASH
CORN,47,2022,ILLINOIS,WAYNE
CORN,21,2022,ILLINOIS,WHITE
CORN,75,2022,ILLINOIS,BUREAU
CORN,34,2022,ILLINOIS,CARROLL
CORN,81,2022,ILLINOIS,HENRY
CORN,17,2022,ILLINOIS,JO DAVIESS
CORN,73,2022,ILLINOIS,LEE
CORN,31,2022,ILLINOIS,MERCER
CORN,78,2022,ILLINOIS,OGLE
CORN,5,2022,ILLINOIS,PUTNAM
CORN,23,2022,ILLINOIS,ROCK ISLAND
CORN,31,2022,ILLINOIS,STEPHENSON
CORN,79,2022,ILLINOIS,WHITESIDE
CORN,24,2022,ILLINOIS,WINNEBAGO
CORN,20,2022,ILLINOIS,BOONE
CORN,61,2022,ILLINOIS,DE KALB
CORN,27,2022,ILLINOIS,GRUNDY
CORN,19,2022,ILLINOIS,KANE
CORN,19,2022,ILLINOIS,KENDALL
CORN,1,2022,ILLINOIS,LAKE
CORN,118,2022,ILLINOIS,LA SALLE
CORN,19,2022,ILLINOIS,MCHENRY
CORN,40,2022,ILLINOIS,WILL
CORN,40,2022,ILLINOIS,ADAMS
CORN,8,2022,ILLINOIS,BROWN
CORN,39,2022,ILLINOIS,FULTON
CORN,51,2022,ILLINOIS,HANCOCK
CORN,39,2022,ILLINOIS,HENDERSON
CORN,68,2022,ILLINOIS,KNOX
CORN,50,2022,ILLINOIS,MCDONOUGH
CORN,19,2022,ILLINOIS,SCHUYLER
CORN,39,2022,ILLINOIS,WARREN
CORN,27,2022,ILLINOIS,DE WITT
CORN,65,2022,ILLINOIS,LOGAN
CORN,111,2022,ILLINOIS,MCLEAN
CORN,35,2022,ILLINOIS,MACON
CORN,46,2022,ILLINOIS,MARSHALL
CORN,52,2022,ILLINOIS,MASON
CORN,26,2022,ILLINOIS,MENARD
CORN,42,2022,ILLINOIS,PEORIA
CORN,22,2022,ILLINOIS,STARK
CORN,61,2022,ILLINOIS,TAZEWELL
CORN,46,2022,ILLINOIS,WOODFORD
CORN,97,2022,ILLINOIS,CHAMPAIGN
CORN,35,2022,ILLINOIS,FORD
CORN,127,2022,ILLINOIS,IROQUOIS
CORN,41,2022,ILLINOIS,KANKAKEE
CORN,101,2022,ILLINOIS,LIVINGSTON
CORN,42,2022,ILLINOIS,PIATT
CORN,50,2022,ILLINOIS,VERMILION
CORN,18,2022,ILLINOIS,BOND
CORN,3,2022,ILLINOIS,CALHOUN
CORN,19,2022,ILLINOIS,CASS
CORN,40,2022,ILLINOIS,CHRISTIAN
CORN,37,2022,ILLINOIS,GREENE
CORN,23,2022,ILLINOIS,JERSEY
CORN,61,2022,ILLINOIS,MACOUPIN
CORN,44,2022,ILLINOIS,MADISON
CORN,66,2022,ILLINOIS,MONTGOMERY
CORN,39,2022,ILLINOIS,MORGAN
CORN,25,2022,ILLINOIS,PIKE
CORN,59,2022,ILLINOIS,SANGAMON
CORN,10,2022,ILLINOIS,SCOTT
CORN,31,2022,ILLINOIS,CLARK
CORN,25,2022,ILLINOIS,CLAY
CORN,36,2022,ILLINOIS,COLES
CORN,26,2022,ILLINOIS,CRAWFORD
CORN,22,2022,ILLINOIS,CUMBERLAND
CORN,25,2022,ILLINOIS,DOUGLAS
CORN,60,2022,ILLINOIS,EDGAR
CORN,41,2022,ILLINOIS,EFFINGHAM
CORN,30,2022,ILLINOIS,FAYETTE
CORN,42,2022,ILLINOIS,JASPER
CORN,19,2022,ILLINOIS,LAWRENCE
CORN,21,2022,ILLINOIS,MARION
CORN,20,2022,ILLINOIS,MOULTRIE
CORN,12,2022,ILLINOIS,RICHLAND
CORN,59,2022,ILLINOIS,SHELBY
CORN,1,2022,ILLINOIS,ALEXANDER
CORN,42,2022,ILLINOIS,CLINTON
CORN,13,2022,ILLINOIS,JACKSON
CORN,2,2022,ILLINOIS,JOHNSON
CORN,15,2022,ILLINOIS,MONROE
CORN,13,2022,ILLINOIS,PERRY
CORN,16,2022,ILLINOIS,PULASKI
CORN,27,2022,ILLINOIS,RANDOLPH
CORN,28,2022,ILLINOIS,ST CLAIR
CORN,9,2022,ILLINOIS,UNION
CORN,50,2022,ILLINOIS,WASHINGTON
CORN,4,2022,ILLINOIS,WILLIAMSON
CORN,16,2022,ILLINOIS,EDWARDS
CORN,17,2022,ILLINOIS,FRANKLIN
CORN,12,2022,ILLINOIS,GALLATIN
CORN,11,2022,ILLINOIS,HAMILTON
CORN,1,2022,ILLINOIS,HARDIN
CORN,15,2022,ILLINOIS,JEFFERSON
CORN,11,2022,ILLINOIS,MASSAC
CORN,9,2022,ILLINOIS,SALINE
CORN,11,2022,ILLINOIS,WABASH
CORN,26,2022,ILLINOIS,WAYNE
CORN,27,2022,ILLINOIS,WHITE
CORN,703,2022,ILLINOIS,BUREAU
CORN,317,2022,ILLINOIS,CARROLL
CORN,747,2022,ILLINOIS,HENRY
CORN,374,2022,ILLINOIS,JO DAVIESS
CORN,518,2022,ILLINOIS,LEE
CORN,331,2022,ILLINOIS,MERCER
CORN,484,2022,ILLINOIS,OGLE
CORN,97,2022,ILLINOIS,PUTNAM
CORN,270,2022,ILLINOIS,ROCK ISLAND
CORN,475,2022,ILLINOIS,STEPHENSON
CORN,583,2022,ILLINOIS,WHITESIDE
CORN,255,2022,ILLINOIS,WINNEBAGO
CORN,186,2022,ILLINOIS,BOONE
CORN,15,2022,ILLINOIS,COOK
CORN,492,2022,ILLINOIS,DE KALB
CORN,1,2022,ILLINOIS,DU PAGE
CORN,277,2022,ILLINOIS,GRUNDY
CORN,228,2022,ILLINOIS,KANE
CORN,190,2022,ILLINOIS,KENDALL
CORN,41,2022,ILLINOIS,LAKE
CORN,"1,031",2022,ILLINOIS,LA SALLE
CORN,226,2022,ILLINOIS,MCHENRY
CORN,334,2022,ILLINOIS,WILL
CORN,662,2022,ILLINOIS,ADAMS
CORN,154,2022,ILLINOIS,BROWN
CORN,592,2022,ILLINOIS,FULTON
CORN,598,2022,ILLINOIS,HANCOCK
CORN,252,2022,ILLINOIS,HENDERSON
CORN,553,2022,ILLINOIS,KNOX
CORN,361,2022,ILLINOIS,MCDONOUGH
CORN,259,2022,ILLINOIS,SCHUYLER
CORN,433,2022,ILLINOIS,WARREN
CORN,255,2022,ILLINOIS,DE WITT
CORN,375,2022,ILLINOIS,LOGAN
CORN,895,2022,ILLINOIS,MCLEAN
CORN,311,2022,ILLINOIS,MACON
CORN,301,2022,ILLINOIS,MARSHALL
CORN,324,2022,ILLINOIS,MASON
CORN,178,2022,ILLINOIS,MENARD
CORN,524,2022,ILLINOIS,PEORIA
CORN,227,2022,ILLINOIS,STARK
CORN,527,2022,ILLINOIS,TAZEWELL
CORN,531,2022,ILLINOIS,WOODFORD
CORN,870,2022,ILLINOIS,CHAMPAIGN
CORN,338,2022,ILLINOIS,FORD
CORN,"1,036",2022,ILLINOIS,IROQUOIS
CORN,442,2022,ILLINOIS,KANKAKEE
CORN,"1,037",2022,ILLINOIS,LIVINGSTON
CORN,250,2022,ILLINOIS,PIATT
CORN,552,2022,ILLINOIS,VERMILION
CORN,228,2022,ILLINOIS,BOND
CORN,150,2022,ILLINOIS,CALHOUN
CORN,181,2022,ILLINOIS,CASS
CORN,454,2022,ILLINOIS,CHRISTIAN
CORN,390,2022,ILLINOIS,GREENE
CORN,193,2022,ILLINOIS,JERSEY
CORN,591,2022,ILLINOIS,MACOUPIN
CORN,467,2022,ILLINOIS,MADISON
CORN,465,2022,ILLINOIS,MONTGOMERY
CORN,420,2022,ILLINOIS,MORGAN
CORN,478,2022,ILLINOIS,PIKE
CORN,509,2022,ILLINOIS,SANGAMON
CORN,131,2022,ILLINOIS,SCOTT
CORN,374,2022,ILLINOIS,CLARK
CORN,253,2022,ILLINOIS,CLAY
CORN,316,2022,ILLINOIS,COLES
CORN,256,2022,ILLINOIS,CRAWFORD
CORN,291,2022,ILLINOIS,CUMBERLAND
CORN,288,2022,ILLINOIS,DOUGLAS
CORN,405,2022,ILLINOIS,EDGAR
CORN,632,2022,ILLINOIS,EFFINGHAM
CORN,477,2022,ILLINOIS,FAYETTE
CORN,392,2022,ILLINOIS,JASPER
CORN,166,2022,ILLINOIS,LAWRENCE
CORN,305,2022,ILLINOIS,MARION
CORN,262,2022,ILLINOIS,MOULTRIE
CORN,276,2022,ILLINOIS,RICHLAND
CORN,664,2022,ILLINOIS,SHELBY
CORN,20,2022,ILLINOIS,ALEXANDER
CORN,495,2022,ILLINOIS,CLINTON
CORN,233,2022,ILLINOIS,JACKSON
CORN,48,2022,ILLINOIS,JOHNSON
CORN,211,2022,ILLINOIS,MONROE
CORN,194,2022,ILLINOIS,PERRY
CORN,40,2022,ILLINOIS,PULASKI
CORN,312,2022,ILLINOIS,RANDOLPH
CORN,411,2022,ILLINOIS,ST CLAIR
CORN,69,2022,ILLINOIS,UNION
CORN,397,2022,ILLINOIS,WASHINGTON
CORN,91,2022,ILLINOIS,WILLIAMSON
CORN,151,2022,ILLINOIS,EDWARDS
CORN,165,2022,ILLINOIS,FRANKLIN
CORN,78,2022,ILLINOIS,GALLATIN
CORN,179,2022,ILLINOIS,HAMILTON
CORN,8,2022,ILLINOIS,HARDIN
CORN,246,2022,ILLINOIS,JEFFERSON
CORN,119,2022,ILLINOIS,MASSAC
CORN,14,2022,ILLINOIS,POPE
CORN,111,2022,ILLINOIS,SALINE
CORN,110,2022,ILLINOIS,WABASH
CORN,296,2022,ILLINOIS,WAYNE
CORN,166,2022,ILLINOIS,WHITE
CORN,"50,335,316",2022,ILLINOIS,BUREAU
CORN,"31,132,744",2022,ILLINOIS,CARROLL
CORN,"46,614,546",2022,ILLINOIS,HENRY
CORN,"19,777,556",2022,ILLINOIS,JO DAVIESS
CORN,"44,569,683",2022,ILLINOIS,LEE
CORN,"25,355,344",2022,ILLINOIS,MERCER
CORN,"43,106,650",2022,ILLINOIS,OGLE
CORN,"4,211,806",2022,ILLINOIS,PUTNAM
CORN,"12,801,636",2022,ILLINOIS,ROCK ISLAND
CORN,"31,240,647",2022,ILLINOIS,STEPHENSON
CORN,"44,797,003",2022,ILLINOIS,WHITESIDE
CORN,"14,337,903",2022,ILLINOIS,WINNEBAGO
CORN,"12,631,185",2022,ILLINOIS,BOONE
CORN,,2022,ILLINOIS,COOK
CORN,"41,715,106",2022,ILLINOIS,DE KALB
CORN,,2022,ILLINOIS,DU PAGE
CORN,"18,728,611",2022,ILLINOIS,GRUNDY
CORN,"14,463,217",2022,ILLINOIS,KANE
CORN,"13,091,919",2022,ILLINOIS,KENDALL
CORN,"1,410,050",2022,ILLINOIS,LAKE
CORN,"61,427,036",2022,ILLINOIS,LA SALLE
CORN,"15,102,096",2022,ILLINOIS,MCHENRY
CORN,"19,562,808",2022,ILLINOIS,WILL
CORN,"26,426,998",2022,ILLINOIS,ADAMS
CORN,"6,177,137",2022,ILLINOIS,BROWN
CORN,"24,969,661",2022,ILLINOIS,FULTON
CORN,"30,935,400",2022,ILLINOIS,HANCOCK
CORN,"18,585,461",2022,ILLINOIS,HENDERSON
CORN,"40,585,165",2022,ILLINOIS,KNOX
CORN,"24,587,071",2022,ILLINOIS,MCDONOUGH
CORN,"10,398,300",2022,ILLINOIS,SCHUYLER
CORN,"28,975,961",2022,ILLINOIS,WARREN
CORN,"17,534,987",2022,ILLINOIS,DE WITT
CORN,"40,982,942",2022,ILLINOIS,LOGAN
CORN,"61,764,027",2022,ILLINOIS,MCLEAN
CORN,"27,714,135",2022,ILLINOIS,MACON
CORN,"20,440,189",2022,ILLINOIS,MARSHALL
CORN,"24,997,232",2022,ILLINOIS,MASON
CORN,"13,161,536",2022,ILLINOIS,MENARD
CORN,"24,855,943",2022,ILLINOIS,PEORIA
CORN,"17,928,762",2022,ILLINOIS,STARK
CORN,"35,548,938",2022,ILLINOIS,TAZEWELL
CORN,"26,047,729",2022,ILLINOIS,WOODFORD
CORN,"55,604,295",2022,ILLINOIS,CHAMPAIGN
CORN,"25,839,528",2022,ILLINOIS,FORD
CORN,"62,513,878",2022,ILLINOIS,IROQUOIS
CORN,"32,181,065",2022,ILLINOIS,KANKAKEE
CORN,"60,712,962",2022,ILLINOIS,LIVINGSTON
CORN,"25,235,038",2022,ILLINOIS,PIATT
CORN,"42,149,708",2022,ILLINOIS,VERMILION
CORN,"9,993,413",2022,ILLINOIS,BOND
CORN,"3,137,431",2022,ILLINOIS,CALHOUN
CORN,"14,798,728",2022,ILLINOIS,CASS
CORN,"36,773,933",2022,ILLINOIS,CHRISTIAN
CORN,"19,442,438",2022,ILLINOIS,GREENE
CORN,"10,358,429",2022,ILLINOIS,JERSEY
CORN,"33,517,000",2022,ILLINOIS,MACOUPIN
CORN,"18,305,096",2022,ILLINOIS,MADISON
CORN,"30,032,377",2022,ILLINOIS,MONTGOMERY
CORN,"23,144,770",2022,ILLINOIS,MORGAN
CORN,"25,557,925",2022,ILLINOIS,PIKE
CORN,"50,228,520",2022,ILLINOIS,SANGAMON
CORN,"7,675,538",2022,ILLINOIS,SCOTT
CORN,"18,888,747",2022,ILLINOIS,CLARK
CORN,"12,082,094",2022,ILLINOIS,CLAY
CORN,"17,822,958",2022,ILLINOIS,COLES
CORN,"17,810,503",2022,ILLINOIS,CRAWFORD
CORN,"10,661,901",2022,ILLINOIS,CUMBERLAND
CORN,"20,331,077",2022,ILLINOIS,DOUGLAS
CORN,"29,716,381",2022,ILLINOIS,EDGAR
CORN,"19,573,511",2022,ILLINOIS,EFFINGHAM
CORN,"18,981,564",2022,ILLINOIS,FAYETTE
CORN,"16,480,691",2022,ILLINOIS,JASPER
CORN,"15,743,463",2022,ILLINOIS,LAWRENCE
CORN,"13,665,181",2022,ILLINOIS,MARION
CORN,"18,514,851",2022,ILLINOIS,MOULTRIE
CORN,"13,911,402",2022,ILLINOIS,RICHLAND
CORN,"29,667,211",2022,ILLINOIS,SHELBY
CORN,"687,929",2022,ILLINOIS,ALEXANDER
CORN,"19,379,981",2022,ILLINOIS,CLINTON
CORN,"7,421,798",2022,ILLINOIS,JACKSON
CORN,"865,196",2022,ILLINOIS,JOHNSON
CORN,"7,082,795",2022,ILLINOIS,MONROE
CORN,"6,376,673",2022,ILLINOIS,PERRY
CORN,"3,255,786",2022,ILLINOIS,PULASKI
CORN,"9,117,944",2022,ILLINOIS,RANDOLPH
CORN,"17,048,490",2022,ILLINOIS,ST CLAIR
CORN,"2,080,265",2022,ILLINOIS,UNION
CORN,"20,284,473",2022,ILLINOIS,WASHINGTON
CORN,"2,792,080",2022,ILLINOIS,WILLIAMSON
CORN,"7,216,105",2022,ILLINOIS,EDWARDS
CORN,"4,930,542",2022,ILLINOIS,FRANKLIN
CORN,"13,610,427",2022,ILLINOIS,GALLATIN
CORN,"11,425,043",2022,ILLINOIS,HAMILTON
CORN,"213,482",2022,ILLINOIS,HARDIN
CORN,"6,842,526",2022,ILLINOIS,JEFFERSON
CORN,"5,167,031",2022,ILLINOIS,MASSAC
CORN,"722,293",2022,ILLINOIS,POPE
CORN,"6,854,388",2022,ILLINOIS,SALINE
CORN,"7,892,157",2022,ILLINOIS,WABASH
CORN,"17,093,890",2022,ILLINOIS,WAYNE
CORN,"14,626,272",2022,ILLINOIS,WHITE
CORN,347,2022,ILLINOIS,BUREAU
CORN,"1,408",2022,ILLINOIS,CARROLL
CORN,168,2022,ILLINOIS,HENRY
CORN,"4,602",2022,ILLINOIS,JO DAVIESS
CORN,115,2022,ILLINOIS,LEE
CORN,185,2022,ILLINOIS,MERCER
CORN,"1,612",2022,ILLINOIS,OGLE
CORN,,2022,ILLINOIS,PUTNAM
CORN,590,2022,ILLINOIS,ROCK ISLAND
CORN,"5,438",2022,ILLINOIS,STEPHENSON
CORN,619,2022,ILLINOIS,WHITESIDE
CORN,848,2022,ILLINOIS,WINNEBAGO
CORN,448,2022,ILLINOIS,BOONE
CORN,513,2022,ILLINOIS,DE KALB
CORN,172,2022,ILLINOIS,KANE
CORN,,2022,ILLINOIS,KENDALL
CORN,,2022,ILLINOIS,LAKE
CORN,,2022,ILLINOIS,LA SALLE
CORN,"1,392",2022,ILLINOIS,MCHENRY
CORN,484,2022,ILLINOIS,ADAMS
CORN,"2,501",2022,ILLINOIS,BROWN
CORN,"1,273",2022,ILLINOIS,FULTON
CORN,411,2022,ILLINOIS,HANCOCK
CORN,357,2022,ILLINOIS,HENDERSON
CORN,344,2022,ILLINOIS,KNOX
CORN,485,2022,ILLINOIS,MCDONOUGH
CORN,,2022,ILLINOIS,SCHUYLER
CORN,,2022,ILLINOIS,WARREN
CORN,187,2022,ILLINOIS,DE WITT
CORN,74,2022,ILLINOIS,LOGAN
CORN,"1,943",2022,ILLINOIS,MCLEAN
CORN,,2022,ILLINOIS,MARSHALL
CORN,78,2022,ILLINOIS,MASON
CORN,55,2022,ILLINOIS,MENARD
